1st Order Form Execution Date,1st Order Form Execution Date (Start Date),Abbreviated Name,Account Manager,Account Manager EMAIL Address,Account Manager Phone Number,Address Line 1,Address Line 1 (e.g. 123 ABC St.),Address Line 2,Address Line 2 (e.g. Apt 202),Billing Address 1,Billing Address 2,Billing City,Billing Contact,Billing Country,Billing Email,Billing First Name,Billing Last Name,Billing Notes,Billing Phone,Billing State,Billing Title,Billing Zip Code,City,Committment Amount,Company,Company Category,Company Description,Company Name,Company Name/DBA,Company Status,Cost Structure,Country,Customer End Category,Customer End Date,Customer Start Date,Description,Dynamic Template,EIN Number,First Order Form Execution Date (Start Date),First Placement Onboard Date,House Account,Industry,Investor,Investor Category,Investor Code,Investor Credit Amount,Investor Credit Remaining Amount,Investor Round,Investor Status,Investor Type,Late Fee Applies,Late Fee Rate (%),Lead Source,Legal Address 1,Legal Address 2,Legal Name,LinkedIn,Mailing Address 1,Mailing Address 2,NAICS Code,No Credit Investor,Non-Taxable,Payment Terms,Phone Manager,Phone Number,Phone Number (e.g. 123-456-7890 Ext 000),Preferred Payment Method,Public/Private,Referral Code,Referral Fee Amount,Referral Partner Category,Related Investor,Sales Representative,Special Contract Terms,State,Status,Stock Ticker,Sub-Industry,Support Email Address,Support Phone Number,Tax ID,Termination Notification Date,Termination Notification Date (End Date),Website,Zip Code,Entity_Type_ID,Entity_Type_Name,Entity_ID,Owned_by_SAM,Owned_by_Display_Name,Own_Datetime,Created_by_SAM,Created_by_Display_Name,Created_Datetime,Modified_by_Sam,Modified_by_Display_Name,Modified_Datetime,Assigned_to_Sam,Assigned_to_Display_Name,Assign_Datetime,Is_Active,CITY_EXD_OBJECT_ID,COMPANY_CATEGORY_EXD_OBJECT_ID,COUNTRY_EXD_OBJECT_ID,INDUSTRY_EXD_OBJECT_ID,STATE_EXD_OBJECT_ID,BILLING_CONTACT_EXD_OBJECT_ID,DYNAMIC_TEMPLATE_EXD_OBJECT_ID,COMPANY_EXD_OBJECT_ID,INVESTOR_CATEGORY_EXD_OBJECT_ID,INVESTOR_EXD_OBJECT_ID,INVESTOR_TYPE_EXD_OBJECT_ID,LEAD_SOURCE_EXD_OBJECT_ID,RELATED_INVESTOR_EXD_OBJECT_ID,SALES_REPRESENTATIVE_EXD_OBJECT_ID,SUB-INDUSTRY_EXD_OBJECT_ID,REFERRAL_CODE_EXD_OBJECT_ID,CUSTOMER_END_CATEGORY_EXD_OBJECT_ID,Own_Datetime Date,Own_Datetime Year,Own_Datetime Month,Own_Datetime Quarter,Own_Datetime YearMonth,Own_Datetime YearQuarter,Own_Datetime DateRange,Own_Datetime WeekNumber,Own_Datetime Week,Own_Datetime MonthSince,Own_Datetime WeekSince,Own_Datetime DaySince,Own_Datetime MonthsSinceCat,Modified_Datetime Date,Modified_Datetime Year,Modified_Datetime Month,Modified_Datetime Quarter,Modified_Datetime YearMonth,Modified_Datetime YearQuarter,Modified_Datetime DateRange,Modified_Datetime WeekNumber,Modified_Datetime Week,Modified_Datetime MonthSince,Modified_Datetime WeekSince,Modified_Datetime DaySince,Modified_Datetime MonthsSinceCat,Assign_Datetime Date,Assign_Datetime Year,Assign_Datetime Month,Assign_Datetime Quarter,Assign_Datetime YearMonth,Assign_Datetime YearQuarter,Assign_Datetime DateRange,Assign_Datetime WeekNumber,Assign_Datetime Week,Assign_Datetime MonthSince,Assign_Datetime WeekSince,Assign_Datetime DaySince,Assign_Datetime MonthsSinceCat,1ST_ORDER_FORM_EXECUTION_DATE Date,1ST_ORDER_FORM_EXECUTION_DATE Year,1ST_ORDER_FORM_EXECUTION_DATE Month,1ST_ORDER_FORM_EXECUTION_DATE Quarter,1ST_ORDER_FORM_EXECUTION_DATE YearMonth,1ST_ORDER_FORM_EXECUTION_DATE YearQuarter,1ST_ORDER_FORM_EXECUTION_DATE DateRange,1ST_ORDER_FORM_EXECUTION_DATE WeekNumber,1ST_ORDER_FORM_EXECUTION_DATE Week,1ST_ORDER_FORM_EXECUTION_DATE MonthSince,1ST_ORDER_FORM_EXECUTION_DATE WeekSince,1ST_ORDER_FORM_EXECUTION_DATE DaySince,1ST_ORDER_FORM_EXECUTION_DATE MonthsSinceCat,CUSTOMER_END_DATE Date,CUSTOMER_END_DATE Year,CUSTOMER_END_DATE Month,CUSTOMER_END_DATE Quarter,CUSTOMER_END_DATE YearMonth,CUSTOMER_END_DATE YearQuarter,CUSTOMER_END_DATE DateRange,CUSTOMER_END_DATE WeekNumber,CUSTOMER_END_DATE Week,CUSTOMER_END_DATE MonthSince,CUSTOMER_END_DATE WeekSince,CUSTOMER_END_DATE DaySince,CUSTOMER_END_DATE MonthsSinceCat,CUSTOMER_START_DATE Date,CUSTOMER_START_DATE Year,CUSTOMER_START_DATE Month,CUSTOMER_START_DATE Quarter,CUSTOMER_START_DATE YearMonth,CUSTOMER_START_DATE YearQuarter,CUSTOMER_START_DATE DateRange,CUSTOMER_START_DATE WeekNumber,CUSTOMER_START_DATE Week,CUSTOMER_START_DATE MonthSince,CUSTOMER_START_DATE WeekSince,CUSTOMER_START_DATE DaySince,CUSTOMER_START_DATE MonthsSinceCat,FIRST_PLACEMENT_ONBOARD_DATE Date,FIRST_PLACEMENT_ONBOARD_DATE Year,FIRST_PLACEMENT_ONBOARD_DATE Month,FIRST_PLACEMENT_ONBOARD_DATE Quarter,FIRST_PLACEMENT_ONBOARD_DATE YearMonth,FIRST_PLACEMENT_ONBOARD_DATE YearQuarter,FIRST_PLACEMENT_ONBOARD_DATE DateRange,FIRST_PLACEMENT_ONBOARD_DATE WeekNumber,FIRST_PLACEMENT_ONBOARD_DATE Week,FIRST_PLACEMENT_ONBOARD_DATE MonthSince,FIRST_PLACEMENT_ONBOARD_DATE WeekSince,FIRST_PLACEMENT_ONBOARD_DATE DaySince,FIRST_PLACEMENT_ONBOARD_DATE MonthsSinceCat,TERMINATION_NOTIFICATION_DATE Date,TERMINATION_NOTIFICATION_DATE Year,TERMINATION_NOTIFICATION_DATE Month,TERMINATION_NOTIFICATION_DATE Quarter,TERMINATION_NOTIFICATION_DATE YearMonth,TERMINATION_NOTIFICATION_DATE YearQuarter,TERMINATION_NOTIFICATION_DATE DateRange,TERMINATION_NOTIFICATION_DATE WeekNumber,TERMINATION_NOTIFICATION_DATE Week,TERMINATION_NOTIFICATION_DATE MonthSince,TERMINATION_NOTIFICATION_DATE WeekSince,TERMINATION_NOTIFICATION_DATE DaySince,TERMINATION_NOTIFICATION_DATE MonthsSinceCat,ENTITY_URL
,,Arjun Rossi,Priya Vance,,,REF-8086,REF-1993,,TAG-3819,,,,TAG-7095,,marco.nguyen@examplecorp.test,Yara Kim,,,SKU-7682,SKU-3378,,"33,195",REF-7782,,,Active Customer,Noted a concern to revisit at the next sync.,Cobalt Textiles Group,Brightpath Energy Inc,Active,Beta,United Kingdom,,SKU-3923,,Followed up on the open items from last week.,SMB,,,REF-7415,N,Logistics,,,,,,,,,,,LinkedIn,LOT-3829,,Alex Calder,SKU-7931,LOT-1951,TAG-1994,215,,,Standard,,TAG-6954,LOT-8689,,Alpha,,,,,Skyler Reyes,,New York,N,,SKU-8877,,,,,,TAG-8347,,100001,Company,100023,reese.mercer@sampleco.test,Riley Sloan,2025-02-06 23:03:00,aisha.larsson@acme-fake.test,Riley Silva,2024-02-27 11:17:00,taylor.whitfield@demomail.test,Jamie Ford,2024-10-23 03:45:00,skyler.sloan@sampleco.test,Alex Haddad,2025-03-08 23:34:00,N,100001,100001,,100001,,,100001,100001,100001,,,100001,100001,100001,100001,,100001,2024-07-25 05:20:00,414,4909,Delta,Alpha,Delta,SKU-9500,3689,1783,8449,7331,3679,Beta,2025-05-14 05:17:00,1317,2826,Delta,Alpha,Other,Beta,6396,7654,3592,1893,8783,Gamma,2023-01-10 08:20:00,,,Delta,,,SKU-6247,,,4264,9585,,,2024-05-21,,,Beta,,,REF-9135,,,,,4892,,2023-03-18,,,,,,,,,3175,,,,2026-04-25,,,,,,REF-7927,,,,,,Alpha,2022-11-08,,,,,,,,,,6583,,,2024-01-21,,,,,,,,,,,,,Discussed timeline and next steps with the account.
,,Riley Brooks,Yara Ashby,,,REF-5754,LOT-4536,SKU-1751,,,,,,,emerson.whitfield@sampleco.test,,,,,,Quinn Mensah,,TAG-4320,,,Active Customer,Followed up on the open items from last week.,Cardinal Health Inc,Redwood Holdings Ltd,Active,Other,Canada,,,,Noted a concern to revisit at the next sync.,Renewal,,,,Y,Professional Services,,,,,,,,,,,Referral,LOT-7679,LOT-2629,Yara Larsson,,REF-8644,,,,,,,,SKU-2149,,Beta,,,,,Jamie Costa,,Georgia,Y,,REF-3743,,,,,,LOT-3213,7682,100001,Company,100026,riley.dorsey@acme-fake.test,Sofia Ashby,2023-02-03 01:32:00,rahul.ford@acme-fake.test,Chen Patel,2023-10-15 18:13:00,diego.okafor@examplecorp.test,Elena Reyes,2023-09-10 04:26:00,sofia.brooks@demomail.test,,2025-08-31 04:04:00,Y,100001,100001,100001,100001,,,100001,100001,,100001,100001,100001,100001,100001,100001,100001,100001,2025-03-20 02:41:00,4893,4925,Alpha,Gamma,Beta,SKU-9011,1846,9908,6252,1640,9744,Other,2024-02-02 14:36:00,4738,2458,Standard,Other,Delta,Beta,9691,3828,463,1000,4468,Delta,2024-05-23 11:05:00,,,,LOT-1690,Beta,,,,,,,,2022-12-15,,4448,,,Other,,8748,927,,,,,2024-12-14,,4498,,,REF-5431,,,,,,,,2024-09-30,,,,,,,,,,8961,,,2022-11-03,4765,,Gamma,,,REF-2337,,,,5365,,,2024-02-11,,,,,SKU-7873,,,,,,,Standard,Followed up on the open items from last week.
,,Noah Rossi,Yara Blake,,,LOT-6665,LOT-5001,SKU-3041,,TAG-5355,,,,,aisha.okafor@sampleco.test,,,,,TAG-7157,,,SKU-4111,,,Active Customer,Scheduled a check-in for the coming month.,Northwind Group Corp,Redwood Capital LLC,Inactive,Beta,United States,,SKU-1501,,Aligned on billing and renewal terms.,SMB,,,REF-1644,N,Retail,,,,"211,191",,,,,,,Event,SKU-4842,TAG-7584,Chen Costa,TAG-3795,REF-5766,,,,,Standard,,LOT-3568,TAG-1677,,,,,Standard,,Aisha Larsson,,Texas,N,,TAG-2622,,,,,,REF-6191,7062,100001,Company,100028,morgan.okafor@acme-fake.test,Taylor Garcia,2024-09-19 13:41:00,mei.reyes@sampleco.test,Emerson Reyes,2023-04-30 11:04:00,drew.okafor@examplecorp.test,Quinn Cohen,2023-03-11 00:33:00,emerson.costa@sampleco.test,,2023-07-02 16:35:00,N,100001,100001,100001,100001,100001,,100001,100001,100001,100001,,100001,,100001,100001,100001,100001,2022-11-24 01:06:00,327,6928,Standard,Standard,Delta,LOT-9612,1472,5560,9472,876,2800,Alpha,2022-12-28 00:29:00,1895,6981,Alpha,Delta,Beta,Delta,4201,9981,8352,9784,5587,Delta,2026-07-23 03:52:00,,,,,,,,,,,,,2026-06-19,,,Alpha,,Gamma,,,,,,,,2025-04-19,,,,,,,,,,,,,2025-01-12,,,,,,LOT-8528,,,5288,,,,2025-10-03,,,Delta,,,,,,,,8335,,2024-06-24,2331,,,,,,,,7467,,,,Shared the updated proposal for review.
,,Arjun Rossi,Aisha Blake,,,TAG-8639,TAG-2683,TAG-4115,,,,,,Alpha,taylor.garcia@examplecorp.test,Riley Ford,Rahul Reyes,,,REF-6075,Morgan Okafor,,LOT-1488,,,Active Customer,Noted a concern to revisit at the next sync.,Atlas Dynamics,Northwind Solutions Ltd,Active,Alpha,Canada,,,,Shared the updated proposal for review.,Enterprise,,,,N,Energy,,,,,,,,,,,Event,SKU-7927,LOT-3715,Quinn Vance,LOT-9193,LOT-1701,,,,,Delta,,,LOT-3352,,Alpha,,,,,Rowan Garcia,,Texas,N,,TAG-8090,,,,,,REF-5093,,100001,Company,100029,skyler.kim@sampleco.test,Arjun Okafor,2025-12-14 11:53:00,fatima.whitfield@acme-fake.test,Morgan Ivanov,2025-05-05 02:16:00,aisha.brooks@sampleco.test,Riley Ashby,2023-04-15 21:18:00,rahul.ivanov@acme-fake.test,,2025-08-11 21:48:00,N,,100001,100001,100001,100001,100001,100001,100001,100001,,100001,100001,100001,100001,100001,,100001,2025-03-21 04:47:00,784,1438,Delta,Alpha,Other,REF-7233,7585,5444,9178,5968,1846,Standard,2025-06-25 11:39:00,5688,540,Standard,Standard,Standard,Beta,2938,8246,5922,6125,6533,Standard,2026-05-15 11:49:00,4212,,Gamma,,,,,,,,,,2026-06-16,,,Standard,,,,,,,,8176,,2026-03-13,,,,,,,385,,,,,,2023-01-10,,,,,,,,,,,,,2024-08-09,,,,,,,,,1334,,,,2025-04-20,,,,REF-7979,,,,8324,,,,,Shared the updated proposal for review.
TAG-6920,LOT-1878,Priya Cohen,Rowan Sloan,,,,LOT-2399,,SKU-7268,TAG-2749,,,SKU-9757,,sofia.dorsey@examplecorp.test,Alex Silva,,,,,Sofia Cohen,,REF-7203,,,Prospect,Reviewed performance and gathered feedback.,Lakeside Solutions,Silverline Health Inc,Active,Gamma,United States,,,,Aligned on billing and renewal terms.,SMB,,,,Y,Telecommunications,,,,,,Standard,,,,,Cold Outreach,TAG-7013,REF-9122,Priya Ford,TAG-8937,,LOT-5065,7917,,,Other,,LOT-4636,LOT-5340,,Other,,,,,Arjun Cohen,,Georgia,N,,LOT-3507,,,,,,REF-7874,1740,100001,Company,100031,liam.rossi@sampleco.test,Rahul Silva,2025-10-02 09:16:00,fatima.garcia@sampleco.test,Mei Haddad,2024-02-15 01:38:00,jamie.garcia@acme-fake.test,Reese Ashby,2023-05-04 18:15:00,omar.rossi@sampleco.test,,2023-03-29 18:39:00,Y,100001,100001,,100001,100001,,100001,100001,100001,,,,,100001,100001,,100001,2024-05-26 08:13:00,5686,4617,Beta,Delta,Other,LOT-8807,8059,9673,9950,4587,6787,Standard,2026-03-03 06:07:00,6279,1085,Standard,Alpha,Standard,Other,8408,5156,9305,4493,7083,Beta,2023-03-10 18:28:00,,,,REF-5780,,,628,,,,,Alpha,2023-12-07,,,,,,TAG-2307,,3951,,2141,,,2023-02-25,9608,,Gamma,TAG-8543,,,,,,,,,2025-05-20,,,,,,,,,,,4190,,2023-02-17,,,,,,,,,,,,Other,2026-04-19,,,,,,,,,,1956,,Beta,Followed up on the open items from last week.
,,Drew Ivanov,Sofia Larsson,,,SKU-3839,REF-7925,TAG-7790,LOT-4701,,,,,,elena.whitfield@examplecorp.test,,,,,,,,LOT-7961,,,Active Customer,Noted a concern to revisit at the next sync.,Meridian Labs Co,Keystone Labs Group,Active,Beta,India,,,,Resolved the outstanding question about scope.,SMB,,SKU-4628,REF-8385,Y,Retail,,,,,,,,,,,Website,LOT-2933,,Fatima Ashby,,SKU-8853,REF-3517,5229,,,Beta,,REF-5930,,,,,,,,Reese Blake,,New York,Y,,TAG-3916,,,,,,SKU-1449,,100001,Company,100033,nina.rossi@acme-fake.test,Morgan Costa,2023-01-18 11:22:00,morgan.calder@demomail.test,Reese Reyes,2025-11-28 04:00:00,arjun.sato@sampleco.test,Casey Reyes,2023-08-11 18:19:00,liam.vance@examplecorp.test,Omar Patel,2025-11-29 05:19:00,N,,100001,100001,100001,100001,,100001,100001,100001,100001,,100001,100001,100001,100001,100001,100001,2024-07-24 22:21:00,2586,6844,Alpha,Standard,Standard,SKU-8069,8730,8000,7396,4803,7597,Standard,2024-04-06 21:01:00,8896,6633,Delta,Standard,Standard,Standard,9642,1198,598,3413,5535,Delta,2025-04-10 19:14:00,,,,TAG-1244,,,,,,,,,2022-10-01,,,,,,,7474,,,5824,9468,,2023-09-10,,9483,,,LOT-8734,,,,,9873,7609,,2026-04-06,,,Delta,,,,,,,,9676,,2024-05-13,,,,,,,,,,,,,2023-05-14,,,,,,,,,,,,,Aligned on billing and renewal terms.
,,Elena Dorsey,Aisha Haddad,,,LOT-4911,LOT-6134,,REF-3941,,,LOT-8270,LOT-8828,,priya.dorsey@examplecorp.test,Jamie Whitfield,Liam Mercer,,,,,,,,,Prospect,Resolved the outstanding question about scope.,Summit Analytics LLP,Evergreen Textiles LLP,Active,Other,Australia,,,,Shared the updated proposal for review.,Enterprise,,,TAG-3707,N,Logistics,,,,,,,,,,,LinkedIn,,,Avery Dorsey,,TAG-1074,SKU-4139,,,,Gamma,,LOT-1152,SKU-7879,,Delta,,,,,Marco Reyes,,Arizona,Y,,TAG-8131,,,,,,,1387,100001,Company,100035,priya.cohen@sampleco.test,Riley Okafor,2024-07-26 15:04:00,priya.ford@examplecorp.test,Quinn Ford,2026-02-09 14:51:00,mei.mercer@acme-fake.test,Taylor Kim,2025-08-14 00:30:00,skyler.vance@sampleco.test,Jordan Ford,2025-09-17 06:41:00,N,100001,100001,100001,100001,100001,,100001,100001,,100001,,100001,100001,100001,100001,,100001,2025-01-15 10:35:00,9883,892,Beta,Delta,Standard,REF-9663,6393,7802,9700,5673,2770,Beta,2024-10-15 04:31:00,5403,8763,Standard,Standard,Beta,Gamma,7995,4514,6210,7248,9625,Standard,2026-07-18 08:34:00,,,,,,REF-8625,,,,8821,,,2026-02-15,8754,,,,,,6690,,1347,,,,2023-05-03,,,,,,,,,,,,,2024-05-13,,9607,,REF-9434,,,,6102,,,,,2025-03-28,,,,,,,,,,,8103,,2026-03-25,7944,,,,,,,,,,6907,,Noted a concern to revisit at the next sync.
,,Riley Ashby,Aisha Mensah,,,LOT-3429,SKU-5282,,,LOT-5227,LOT-2675,,,,casey.sloan@sampleco.test,,,,,,,"181,974",TAG-8363,,,Past Customer,Aligned on billing and renewal terms.,Cardinal Networks Inc,Horizon Textiles Group,Active,Standard,Philippines,Delta,,,Reviewed performance and gathered feedback.,SMB,,,,N,Logistics,,,,,,,,,,,Partner,REF-3615,TAG-9886,Sofia Kim,REF-5525,LOT-5609,LOT-8313,,,,Standard,,SKU-2358,REF-4006,,Delta,,,,,Skyler Ford,,Texas,N,,REF-1181,,,,,SKU-1547,TAG-8438,4458,100001,Company,100038,noah.mensah@acme-fake.test,Morgan Okafor,2026-07-28 16:37:00,riley.silva@examplecorp.test,Quinn Ford,2026-03-03 12:11:00,chen.larsson@sampleco.test,Riley Okafor,2024-11-24 01:23:00,yara.cohen@demomail.test,,2025-11-21 23:48:00,Y,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,2024-03-08 04:54:00,611,2102,Gamma,Gamma,Gamma,SKU-9254,9030,134,6530,7993,1675,Beta,2025-05-15 08:19:00,9378,8892,Standard,Standard,Alpha,Alpha,9959,4116,8263,5224,6882,Beta,2026-03-10 23:26:00,,,,TAG-3968,Standard,REF-1066,1765,,,3205,,,2024-01-27,,,,,,,,,,,,,2023-03-06,4671,,,,,,,,,,,,2023-09-25,,,Beta,,,,,,,,,,2022-10-25,,,Beta,,,,,4832,5033,,,,2023-05-26,,,,,SKU-5649,,,,,,,Standard,Noted a concern to revisit at the next sync.
,SKU-9202,Elena Reyes,Fatima Kim,,,REF-5671,LOT-1643,TAG-3424,,,REF-9191,,TAG-8288,,chen.mensah@demomail.test,,,,,,Priya Costa,,SKU-1844,,,Active Customer,Reviewed performance and gathered feedback.,Vertex Analytics LLP,Meridian Systems Group,Inactive,Other,United States,Other,,SKU-6467,Shared the updated proposal for review.,Renewal,,,,N,Real Estate,,,,,,,,,,,Event,REF-5865,LOT-5999,Emerson Cohen,TAG-4417,SKU-1719,,,,,Gamma,,SKU-7471,LOT-5718,,,,,,,Aisha Whitfield,Shared the updated proposal for review.,Illinois,Y,,REF-1577,,,,,,TAG-1506,,100001,Company,100040,rahul.ivanov@examplecorp.test,Yara Larsson,2026-03-06 14:03:00,mei.silva@demomail.test,Rowan Costa,2023-03-23 04:25:00,drew.nguyen@acme-fake.test,Jordan Okafor,2025-05-30 01:19:00,quinn.cohen@acme-fake.test,,2023-10-01 05:58:00,N,100001,100001,,100001,100001,,100001,100001,,,100001,100001,100001,100001,100001,100001,100001,2026-02-18 08:20:00,9529,4458,Other,Other,Alpha,LOT-6832,7697,8295,4314,4731,301,Alpha,2024-12-09 02:37:00,3311,7441,Gamma,Other,Alpha,Beta,5977,8552,8502,9542,923,Delta,2025-01-01 09:29:00,772,,,,,SKU-7175,,,,,7420,,2023-12-20,,,Alpha,LOT-1210,,,1523,,6888,,,,2026-03-29,,,,,,,12,1528,,,,,2026-06-26,6659,8540,,,Other,,,7485,,,,,2024-08-27,,,Gamma,,,REF-9031,,,,,,,2025-03-30,8995,1167,,,,,,,,,,,Noted a concern to revisit at the next sync.
,,Nina Costa,Rahul Garcia,,,SKU-6825,,,,,,,,Alpha,mei.ashby@examplecorp.test,Rahul Okafor,,,,,,"249,871",SKU-8142,,,Past Customer,Shared the updated proposal for review.,Granite Solutions LLP,Vertex Solutions Ltd,Active,Delta,Mexico,,,,Aligned on billing and renewal terms.,Renewal,,,,Y,Retail,,,,,,,,,,,Referral,REF-8024,,Elena Kim,SKU-1673,TAG-8177,TAG-6985,,,,Beta,,,TAG-1086,,Other,,,,,Arjun Blake,,California,Y,,LOT-8199,,,,,,LOT-1375,438,100001,Company,100042,jamie.rossi@sampleco.test,Emerson Garcia,2023-02-10 06:46:00,rowan.garcia@sampleco.test,Marco Larsson,2025-08-05 06:54:00,diego.brooks@acme-fake.test,Omar Whitfield,2025-10-11 05:47:00,priya.brooks@demomail.test,,2024-07-17 06:52:00,Y,100001,100001,100001,100001,100001,100001,100001,100001,,,100001,100001,100001,100001,100001,,100001,2025-05-14 00:22:00,402,6444,Standard,Alpha,Alpha,REF-8608,1771,2548,4667,2431,9940,Gamma,2023-11-16 16:23:00,5813,4444,Other,Delta,Delta,Standard,8780,7831,6114,5518,2459,Delta,2022-10-22 23:13:00,,,,,,,8506,,,,,Alpha,2022-10-03,,,,,,TAG-3561,,,,,,,2023-02-12,,,,SKU-5271,,,,1070,7429,,,,2024-04-06,,,,LOT-1905,Delta,REF-8704,,,,,,,2024-10-03,,,,,Other,,,,,7153,,,2026-02-11,9284,,Standard,,,,,,,,,Gamma,Discussed timeline and next steps with the account.
SKU-2715,,Reese Mensah,Rahul Garcia,,,REF-1643,,,LOT-1256,,,LOT-1052,LOT-6926,,elena.kim@sampleco.test,Noah Brooks,,,TAG-1030,,,,TAG-3900,,,Active Customer,Reviewed performance and gathered feedback.,Lakeside Manufacturing Inc,Everest Health Ltd,Active,Delta,United Kingdom,,,SKU-4318,Discussed timeline and next steps with the account.,Standard,,,SKU-7422,Y,Professional Services,,,,,,,,,,,Webinar,REF-6181,TAG-2932,Priya Kim,LOT-9497,TAG-1859,REF-6849,,,Y,,,LOT-5774,REF-5672,,Beta,,,,,Reese Kim,,Florida,Y,,TAG-1186,,,,,,SKU-8978,9708,100001,Company,100043,taylor.vance@acme-fake.test,Priya Ford,2023-08-21 05:15:00,morgan.cohen@demomail.test,Reese Cohen,2025-12-20 08:58:00,casey.cohen@sampleco.test,Rahul Ford,2023-05-02 18:26:00,rowan.patel@sampleco.test,Jordan Okafor,2024-11-08 14:07:00,Y,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,,100001,100001,100001,100001,,100001,2026-06-10 23:45:00,8265,6337,Delta,Standard,Other,TAG-9568,6892,1076,4038,613,7096,Alpha,2023-02-05 17:13:00,3431,6755,Other,Gamma,Delta,Standard,7401,4783,2544,6652,1223,Alpha,2023-12-13 16:11:00,,,Delta,TAG-9719,Alpha,SKU-5489,,,,,7672,,2024-10-19,,,,,,REF-9344,,,3610,,,,2023-02-17,,,,,,,334,,,,7599,,2025-09-12,,,,SKU-7170,,,,,,,,,2025-11-10,,,Other,,,,,,,4636,,Delta,2024-04-05,,,,,,,,3605,,,6237,,Discussed timeline and next steps with the account.
,,Fatima Costa,Morgan Larsson,,,REF-4235,SKU-4927,,,,,,TAG-9116,,noah.ford@acme-fake.test,,,Delta,,,Taylor Sloan,,SKU-6961,,,Active Customer,Reviewed performance and gathered feedback.,Copper Systems LLC,Silverline Industries,Active,Gamma,Philippines,,,,Shared the updated proposal for review.,SMB,,,,N,Professional Services,,,,,,,Y,,,,Cold Outreach,TAG-7496,,Liam Mercer,SKU-7245,SKU-4350,TAG-2991,5420,,,Standard,,LOT-9338,TAG-6578,,Beta,,,,,Liam Ivanov,,Illinois,N,,LOT-6267,,,,,SKU-6122,TAG-8520,3301,100001,Company,100046,arjun.brooks@demomail.test,Quinn Whitfield,2024-12-10 13:01:00,sofia.kim@sampleco.test,Marco Sato,2025-01-28 11:09:00,emerson.calder@demomail.test,Jamie Patel,2023-08-15 04:03:00,mei.blake@examplecorp.test,,2023-11-02 00:57:00,N,,100001,,100001,,100001,100001,100001,100001,100001,,100001,100001,100001,100001,100001,100001,2025-01-02 01:34:00,8966,1705,Other,Gamma,Other,SKU-4242,5520,7938,5198,8790,4043,Other,2023-12-09 17:18:00,8249,5519,Standard,Delta,Standard,Standard,246,5730,4995,7415,6741,Delta,2024-01-05 06:35:00,,,,,,,,3762,1964,,,,2024-04-29,4819,,,TAG-3523,,,,6829,,,,,2024-05-09,,,,TAG-8613,LOT-8397,,,,,,,,2025-03-05,4205,,,,,,,,,,,,2023-05-25,,,,,,SKU-8807,,,,,,,2023-12-14,,6766,,,,,,,1119,,,,Followed up on the open items from last week.
,SKU-2185,Diego Patel,Riley Whitfield,,,SKU-9852,,,TAG-1245,,,,,Gamma,casey.costa@examplecorp.test,,,,,TAG-8956,,,TAG-2775,,,Active Customer,Resolved the outstanding question about scope.,Vertex Partners LLC,Redwood Group LLP,Active,Standard,Canada,,,,Followed up on the open items from last week.,New Logo,,,,Y,Healthcare,,Gamma,,,,,,,,,Website,TAG-7184,,Riley Sato,,SKU-2139,LOT-4813,,,N,,,TAG-1371,LOT-3210,,Delta,,,,,Priya Kim,Aligned on billing and renewal terms.,Georgia,N,,REF-2658,,,,,,TAG-8190,7279,100001,Company,100047,liam.garcia@sampleco.test,Drew Mercer,2025-02-05 00:23:00,reese.silva@acme-fake.test,Nina Kim,2026-06-26 15:24:00,reese.ivanov@examplecorp.test,Emerson Whitfield,2025-05-30 15:14:00,avery.sloan@examplecorp.test,,2024-10-30 14:12:00,N,100001,100001,100001,100001,100001,,100001,100001,100001,,100001,100001,,100001,100001,100001,100001,2023-02-13 09:58:00,9068,8808,Gamma,Delta,Delta,TAG-3541,416,3675,8538,3758,9602,Alpha,2023-02-11 05:36:00,5959,6692,Gamma,Delta,Gamma,Delta,8051,5464,5234,5161,6482,Beta,2025-07-01 17:46:00,,,,,,,,,,,,,2023-06-09,,,,,,SKU-7864,2922,,4430,,,Alpha,2023-11-14,,,,,,,3254,,,,,,2023-02-18,2237,,,,,,,,2059,,,,2025-09-12,,1288,Standard,,,LOT-5345,7891,,7570,,,,2026-05-14,,,,,,,,,,,,,Aligned on billing and renewal terms.
